,Cumulative Return,Annualized Return,Annualized Volatility,Sharpe Ratio,Sortino Ratio,Drawdown,Max Drawdown,Calmar Ratio,VaR,Expected Shortfall,value,cash,asset value
2018-03-29,1.106831878951294,0.06951840977585144,0.05418138931179275,0.9972446042938974,1.2767626932777454,-0.03418101474888946,-0.14944568508629041,0.4638185565823475,-0.0052141923907566496,-0.009435792726285612,210683187.8951294,5035263.623373436,205647924.27175596
2018-04-02,1.0734793962528917,0.06796292395920345,0.05635428177092703,0.5971583814693231,0.6831637102679764,-0.049470540845964805,-0.14944568508629041,0.4637402488791032,-0.005709456393968559,-0.01023540252300212,207347939.62528917,5036220.393046719,202311719.23224247
2018-04-03,1.086367515820037,0.06854228531766493,0.05658672239176663,0.7564219973955502,0.9133364054128357,-0.04356233778216301,-0.14944568508629041,0.46366888018934804,-0.005709456393968559,-0.01023540252300212,208636751.5820037,5036461.012111548,203600290.56989217
2018-04-04,1.1026756585537276,0.06927485542553469,0.05703382174372582,0.9286743838149258,1.1728004671391412,-0.036086319394676214,-0.14944568508629041,0.4636045943809394,-0.005709456393968559,-0.01023540252300212,210267565.85537276,5036696.045639137,205230869.80973363
2018-04-05,1.1095045154712309,0.06956960216224406,0.057098357412771514,1.0010856171817546,1.2734509728610297,-0.03295581822636695,-0.14944568508629041,0.4635410575741158,-0.005709456393968559,-0.01023540252300212,210950451.5471231,5036932.491402663,205913519.05572045
2018-04-06,1.0799673478633696,0.06819417295329688,0.058839141760686865,0.7529869513818277,0.9125218142445889,-0.046496318316206486,-0.14944568508629041,0.4634643708908499,-0.006108613866218559,-0.010847549082229393,207996734.78633696,5037170.346520014,202959564.43981695
2018-04-09,1.0867777323396002,0.06849129201680482,0.05889949834582107,0.7780665155690263,0.9418894931197642,-0.0433742853292759,-0.14944568508629041,0.4633900929637113,-0.006108613866218559,-0.010847549082229393,208677773.23396,5037888.177401023,203639885.05655897
2018-04-10,1.109892295863526,0.06953407032700243,0.0598886819381924,0.9518796312733575,1.2077857422882556,-0.03277805099741604,-0.14944568508629041,0.4633249184966917,-0.006108613866218559,-0.010847549082229393,210989229.58635262,5038127.476457568,205951102.10989505
2018-04-11,1.103562152295487,0.06922711461868936,0.0599765724159343,0.8884274742049976,1.1233924384923626,-0.035679930781208125,-0.14944568508629041,0.4632562213056381,-0.006108613866218559,-0.010847549082229393,210356215.2295487,5038365.389217203,205317849.8403315
2018-04-12,1.1174141005078866,0.06984117603515583,0.06030899028316003,0.9843344002717799,1.2611226641652664,-0.029329887049712067,-0.14944568508629041,0.4631942765268177,-0.006108613866218559,-0.010847549082229393,211741410.05078864,5038606.109156027,206702803.94163263
