Date,Rate,Compounded Value
21/4/1987,5.5,361.7357965
22/4/1987,5.42,361.7902578
23/4/1987,5.49,361.8454308
24/4/1987,5.76,361.9033261
27/4/1987,5.78,361.9614317
28/4/1987,5.82,362.0199488
29/4/1987,5.71,362.0773692
30/4/1987,5.53,362.1329883
1/5/1987,5.6,362.1893201
4/5/1987,5.67,362.2463649
5/5/1987,5.81,362.3048274
6/5/1987,5.5,362.3601796
7/5/1987,5.53,362.4158421
8/5/1987,5.53,362.4715132
11/5/1987,5.65,362.5284011
12/5/1987,5.6,362.5847944
13/5/1987,5.53,362.6404915
14/5/1987,5.73,362.6982117
15/5/1987,5.95,362.7581577
18/5/1987,5.87,362.8173074
19/5/1987,5.78,362.8755598
20/5/1987,5.69,362.9329143
21/5/1987,5.53,362.9886648
22/5/1987,5.55,363.0446255
26/5/1987,5.61,363.1012
27/5/1987,5.76,363.1592962
28/5/1987,5.63,363.2160903
29/5/1987,5.68,363.2733977
1/6/1987,5.7,363.330916
2/6/1987,5.76,363.3890489
3/6/1987,5.69,363.4464846
4/6/1987,5.66,363.5036265
5/6/1987,5.68,363.5609792
8/6/1987,5.66,363.6181391
9/6/1987,5.51,363.6737929
10/6/1987,5.48,363.7291521
11/6/1987,5.54,363.785126
12/6/1987,5.55,363.8412095
15/6/1987,5.65,363.8983124
16/6/1987,5.63,363.955222
17/6/1987,5.65,364.0123428
18/6/1987,5.65,364.0694725
19/6/1987,5.66,364.1267123
22/6/1987,5.66,364.1839611
23/6/1987,5.72,364.2418259
24/6/1987,5.83,364.3008129
25/6/1987,5.84,364.3599105
26/6/1987,5.78,364.4184106
29/6/1987,5.67,364.4758065
30/6/1987,5.73,364.5338189
1/7/1987,5.64,364.5909291
2/7/1987,5.66,364.6482509
6/7/1987,5.67,364.705683
7/7/1987,5.6,364.762415
8/7/1987,5.57,364.8188519
9/7/1987,5.61,364.8757028
10/7/1987,5.59,364.9323599
13/7/1987,5.61,364.9892285
14/7/1987,5.55,365.0454977
15/7/1987,5.58,365.1020798
16/7/1987,5.58,365.1586706
17/7/1987,5.56,365.2150673
20/7/1987,5.55,365.2713713
21/7/1987,5.69,365.3291045
22/7/1987,5.66,365.3865423
23/7/1987,5.67,365.4440907
24/7/1987,5.75,365.5024603
27/7/1987,5.81,365.5614483
28/7/1987,5.86,365.6209536
29/7/1987,5.88,365.6806717
30/7/1987,6.07,365.7423295
31/7/1987,6.07,365.8039977
3/8/1987,6.05,365.8654731
4/8/1987,5.85,365.9249262
5/8/1987,5.85,365.984389
6/8/1987,5.74,366.0427432
7/8/1987,5.85,366.1022252
10/8/1987,5.91,366.1623269
11/8/1987,5.94,366.2227437
12/8/1987,5.95,366.2832722
13/8/1987,5.96,366.3439124
14/8/1987,5.96,366.4045627
17/8/1987,5.98,366.4654266
18/8/1987,6.02,366.5267077
19/8/1987,6.04,366.5882028
20/8/1987,6.11,366.6504209
21/8/1987,6.1,366.7125478
24/8/1987,6.17,366.7753983
25/8/1987,6.18,366.8383614
26/8/1987,6.25,366.9020486
27/8/1987,6.29,366.9661545
28/8/1987,6.31,367.0304756
31/8/1987,6.25,367.0941961
1/9/1987,6.12,367.1566021
2/9/1987,6.09,367.2187128
3/9/1987,6.19,367.281854
4/9/1987,6.38,367.3469445
8/9/1987,6.44,367.4126588
9/9/1987,6.43,367.4782828
10/9/1987,6.33,367.5428977
11/9/1987,6.35,367.6077282
14/9/1987,6.34,367.672468
15/9/1987,6.34,367.7372192
16/9/1987,6.34,367.8019818
17/9/1987,6.38,367.8671645
18/9/1987,6.42,367.9327675
21/9/1987,6.51,367.999302
22/9/1987,6.49,368.0656441
23/9/1987,6.47,368.1317937
24/9/1987,6.41,368.1973416
25/9/1987,6.5,368.2638217
28/9/1987,6.53,368.3306206
29/9/1987,6.69,368.3990687
30/9/1987,6.61,368.4667109
1/10/1987,6.63,368.5345702
2/10/1987,6.66,368.6027491
5/10/1987,6.68,368.6711454
6/10/1987,6.55,368.738223
7/10/1987,6.56,368.8054153
8/10/1987,6.69,368.8739517
9/10/1987,6.75,368.9431155
13/10/1987,6.74,369.0121899
14/10/1987,7.19,369.0858898
15/10/1987,7.07,369.1583742
16/10/1987,6.93,369.2294372
19/10/1987,6.39,369.2949754
20/10/1987,5.86,369.3550884
21/10/1987,5.6,369.4125436
22/10/1987,5.36,369.4675451
23/10/1987,5.29,369.5218363
26/10/1987,5.22,369.5754169
27/10/1987,5.23,369.629108
28/10/1987,5.1,369.6814722
29/10/1987,5.03,369.7331249
30/10/1987,5.27,369.7872497
2/11/1987,5.62,369.8449776
3/11/1987,5.63,369.9028172
4/11/1987,5.54,369.9597412
5/11/1987,5.58,370.0170849
6/11/1987,5.73,370.0759793
9/11/1987,5.7,370.1345747
10/11/1987,5.67,370.1928709
12/11/1987,5.83,370.2528216
13/11/1987,5.91,370.3136047
16/11/1987,5.87,370.3739864
17/11/1987,5.88,370.4344808
18/11/1987,5.77,370.4938533
19/11/1987,5.66,370.5521031
20/11/1987,5.72,370.6109797
23/11/1987,5.78,370.6704834
24/11/1987,5.77,370.7298936
25/11/1987,5.7,370.7885925
27/11/1987,5.63,370.8465797
30/11/1987,5.21,370.9002495
1/12/1987,5.55,370.9574299
2/12/1987,5.49,371.0140009
3/12/1987,5.36,371.0692408
4/12/1987,5.43,371.1252104
7/12/1987,5.82,371.185209
8/12/1987,5.86,371.2456297
9/12/1987,5.83,371.3057509
10/12/1987,5.92,371.36681
11/12/1987,5.86,371.4272603
14/12/1987,5.85,371.4876172
15/12/1987,5.93,371.5488095
16/12/1987,5.94,371.610115
17/12/1987,5.93,371.6713275
18/12/1987,5.87,371.7319306
21/12/1987,5.87,371.7925435
22/12/1987,5.93,371.853786
23/12/1987,5.78,371.9134892
24/12/1987,5.74,371.9727887
28/12/1987,5.7,372.0316844
29/12/1987,5.84,372.0920362
30/12/1987,5.71,372.1510542
31/12/1987,5.68,372.2097713
4/1/1988,5.88,372.2705656
5/1/1988,5.93,372.3318868
6/1/1988,5.84,372.3922873
7/1/1988,5.78,372.452077
8/1/1988,5.87,372.5128074
11/1/1988,5.69,372.5716851
12/1/1988,5.81,372.631814
13/1/1988,5.79,372.6917456
14/1/1988,5.88,372.7526186
15/1/1988,5.88,372.8135016
19/1/1988,5.96,372.8752229
20/1/1988,5.81,372.9354008
21/1/1988,5.82,372.995692
22/1/1988,5.81,373.0558894
25/1/1988,5.83,373.1163037
26/1/1988,5.82,373.1766242
27/1/1988,5.74,373.2361251
28/1/1988,5.68,373.2950135
29/1/1988,5.64,373.3534964
1/2/1988,5.66,373.4121959
2/2/1988,5.71,373.4714232
3/2/1988,5.71,373.5306599
4/2/1988,5.65,373.5892835
5/2/1988,5.64,373.6478124
8/2/1988,5.64,373.7063506
9/2/1988,5.6,373.7644827
10/2/1988,5.61,373.8227277
11/2/1988,5.63,373.8811894
12/2/1988,5.75,373.9409065
16/2/1988,5.75,374.0006332
17/2/1988,5.74,374.0602655
18/2/1988,5.69,374.1193878
19/2/1988,5.68,374.1784155
22/2/1988,5.66,374.2372447
23/2/1988,5.63,374.2957713
24/2/1988,5.62,374.354203
25/2/1988,5.63,374.4127478
26/2/1988,5.59,374.4708858
29/2/1988,5.62,374.5293449
1/3/1988,5.62,374.5878131
2/3/1988,5.61,374.6461863
3/3/1988,5.6,374.7044646
4/3/1988,5.71,374.7638969
7/3/1988,5.72,374.8234427
8/3/1988,5.74,374.8832063
9/3/1988,5.73,374.9428752
10/3/1988,5.75,375.0027619
11/3/1988,5.73,375.0624498
14/3/1988,5.7,375.1218347
15/3/1988,5.61,375.1802912
16/3/1988,5.61,375.2387568
17/3/1988,5.6,375.2971273
18/3/1988,5.66,375.3561323
21/3/1988,5.74,375.4159808
22/3/1988,5.78,375.4762559
23/3/1988,5.83,375.5370622
24/3/1988,5.79,375.597461
25/3/1988,5.7,375.6569306
28/3/1988,5.74,375.7168271
29/3/1988,5.74,375.776733
30/3/1988,5.75,375.8367529
31/3/1988,5.71,375.8963648
4/4/1988,5.85,375.957448
5/4/1988,6,376.0201075
6/4/1988,6.05,376.0832998
7/4/1988,6.05,376.1465027
8/4/1988,6.02,376.2094027
11/4/1988,6.04,376.2725223
12/4/1988,5.93,376.3345028
13/4/1988,5.86,376.3957617
14/4/1988,5.74,376.4557759
15/4/1988,5.88,376.5172636
18/4/1988,5.85,376.5784477
19/4/1988,5.81,376.6392233
20/4/1988,5.84,376.7003225
21/4/1988,5.83,376.7613271
22/4/1988,5.83,376.8223415
25/4/1988,5.85,376.8835751
26/4/1988,5.9,376.9453421
27/4/1988,5.87,377.0068051
28/4/1988,5.96,377.0692207
29/4/1988,5.98,377.1318561
2/5/1988,6.08,377.1955495
3/5/1988,6.13,377.2597775
4/5/1988,6.14,377.3241213
5/5/1988,6.18,377.3888952
6/5/1988,6.29,377.4548335
9/5/1988,6.31,377.5209929
10/5/1988,6.34,377.5874785
11/5/1988,6.26,377.6531368
12/5/1988,6.21,377.718282
13/5/1988,6.18,377.7831236
16/5/1988,6.2,377.8481863
17/5/1988,6.3,377.9143097
18/5/1988,6.21,377.9794999
19/5/1988,6.15,378.0440714
20/5/1988,6.24,378.1095991
23/5/1988,6.25,378.1752431
24/5/1988,6.31,378.2415288
25/5/1988,6.33,378.3080363
26/5/1988,6.42,378.3755012
27/5/1988,6.44,378.4431884
31/5/1988,6.43,378.5107825
1/6/1988,6.47,378.5788093
2/6/1988,6.44,378.6465329
3/6/1988,6.46,378.7144789
6/6/1988,6.46,378.7824371
7/6/1988,6.43,378.8500919
8/6/1988,6.39,378.9173377
9/6/1988,6.44,378.9851218
10/6/1988,6.45,379.0530233
13/6/1988,6.44,379.1208317
14/6/1988,6.35,379.1877044
15/6/1988,6.34,379.2544836
16/6/1988,6.29,379.3207478
17/6/1988,6.37,379.3878665
20/6/1988,6.37,379.454997
21/6/1988,6.56,379.5241422
22/6/1988,6.52,379.5928782
23/6/1988,6.52,379.6616267
24/6/1988,6.51,379.7302822
27/6/1988,6.56,379.7994775
28/6/1988,6.6,379.8691074
29/6/1988,6.58,379.938539
30/6/1988,6.56,380.0077723
1/7/1988,6.55,380.0769126
5/7/1988,6.56,380.146171
6/7/1988,6.53,380.2151253
7/7/1988,6.55,380.2843033
8/7/1988,6.66,380.3546559
11/7/1988,6.61,380.4244933
12/7/1988,6.73,380.4956115
13/7/1988,6.72,380.5666374
14/7/1988,6.73,380.6377822
15/7/1988,6.72,380.7088346
18/7/1988,6.66,380.7792657
19/7/1988,6.69,380.8500272
20/7/1988,6.71,380.9210134
21/7/1988,6.78,380.9927535
22/7/1988,6.74,381.0640838
25/7/1988,6.8,381.1360626
26/7/1988,6.89,381.2090078
27/7/1988,7,381.2831318
28/7/1988,6.99,381.3571643
29/7/1988,6.95,381.4307874
1/8/1988,6.91,381.5040009
2/8/1988,6.9,381.5771225
3/8/1988,6.9,381.6502581
4/8/1988,6.84,381.7227717
5/8/1988,6.92,381.7961473
8/8/1988,6.84,381.8686885
9/8/1988,7.06,381.9435772
10/8/1988,6.99,382.0177379
11/8/1988,7.01,382.0921253
12/8/1988,7.01,382.1665271
15/8/1988,6.99,382.2407311
16/8/1988,7.06,382.3156928
17/8/1988,7.03,382.3903505
18/8/1988,7.02,382.4649167
19/8/1988,7.06,382.5399223
22/8/1988,7.06,382.6149426
23/8/1988,7.16,382.6910405
24/8/1988,7.18,382.7673661
25/8/1988,7.25,382.8444512
26/8/1988,7.33,382.9224025
29/8/1988,7.32,383.0002634
30/8/1988,7.3,383.0779274
31/8/1988,7.3,383.1556071
1/9/1988,7.28,383.2330896
2/9/1988,7.22,383.3099492
6/9/1988,7.26,383.38725
7/9/1988,7.33,383.4653119
8/9/1988,7.32,383.5432832
9/9/1988,7.28,383.6208442
12/9/1988,7.23,383.697888
13/9/1988,7.17,383.7743078
14/9/1988,7.16,383.8506363
15/9/1988,7.17,383.9270865
16/9/1988,7.15,384.0033387
19/9/1988,7.13,384.0793927
20/9/1988,7.2,384.1562086
21/9/1988,7.19,384.2329331
22/9/1988,7.2,384.3097797
23/9/1988,7.23,384.3869619
26/9/1988,7.3,384.4649071
27/9/1988,7.33,384.5431884
28/9/1988,7.34,384.6215925
29/9/1988,7.29,384.6994784
30/9/1988,7.25,384.7769526
3/10/1988,7.24,384.8543355
4/10/1988,7.23,384.9316271
5/10/1988,7.22,385.0088272
6/10/1988,7.3,385.0868985
7/10/1988,7.27,385.1646646
11/10/1988,7.29,385.2426605
12/10/1988,7.28,385.3205651
13/10/1988,7.34,385.3991277
14/10/1988,7.32,385.4774922
17/10/1988,7.33,385.5559797
18/10/1988,7.36,385.6348044
19/10/1988,7.43,385.7143952
20/10/1988,7.45,385.7942166
21/10/1988,7.44,385.8739474
24/10/1988,7.51,385.954445
25/10/1988,7.44,386.0342089
26/10/1988,7.41,386.1136677
27/10/1988,7.38,386.192821
28/10/1988,7.37,386.2718832
31/10/1988,7.36,386.3508544
1/11/1988,7.34,386.429627
2/11/1988,7.37,386.5087377
3/11/1988,7.4,386.5881867
4/11/1988,7.45,386.668189
7/11/1988,7.48,386.7485301
8/11/1988,7.59,386.8300696
9/11/1988,7.57,386.9114113
10/11/1988,7.64,386.9935225
14/11/1988,7.78,387.0771561
15/11/1988,7.95,387.1626357
16/11/1988,7.94,387.2480265
17/11/1988,7.92,387.3332211
18/11/1988,7.94,387.4186496
21/11/1988,7.99,387.504635
22/11/1988,8,387.5907472
23/11/1988,8.01,387.6769861
25/11/1988,8.03,387.7634596
28/11/1988,7.98,387.8494138
29/11/1988,7.99,387.9354949
30/11/1988,7.83,388.0198708
1/12/1988,7.85,388.1044807
2/12/1988,8.07,388.1914808
5/12/1988,8.01,388.2778534
6/12/1988,7.95,388.3635981
7/12/1988,7.99,388.4497932
8/12/1988,7.98,388.5358996
9/12/1988,7.88,388.6209458
12/12/1988,7.9,388.7062265
13/12/1988,8.1,388.7936854
14/12/1988,8.12,388.88138
15/12/1988,8.19,388.9698505
16/12/1988,8.16,389.058017
19/12/1988,8.19,389.1465277
20/12/1988,8.18,389.2349504
21/12/1988,8.1,389.3225283
22/12/1988,8.05,389.4095852
23/12/1988,8.05,389.4966615
27/12/1988,8.15,389.5848392
28/12/1988,8.26,389.6742273
29/12/1988,8.13,389.7622287
30/12/1988,8.1,389.8499252
3/1/1989,8.14,389.9380746
4/1/1989,8.25,390.0274354
5/1/1989,8.27,390.1170334
6/1/1989,8.29,390.2068686
9/1/1989,8.28,390.2966162
10/1/1989,8.3,390.3866013
11/1/1989,8.24,390.4759564
12/1/1989,8.26,390.565549
13/1/1989,8.21,390.6546196
17/1/1989,8.24,390.7440361
18/1/1989,8.26,390.8336902
19/1/1989,8.23,390.9230391
20/1/1989,8.24,391.012517
23/1/1989,8.27,391.1023413
24/1/1989,8.21,391.1915344
25/1/1989,8.29,391.2816171
26/1/1989,8.34,391.372264
27/1/1989,8.33,391.4628232
30/1/1989,8.28,391.5528596
31/1/1989,8.39,391.6441132
1/2/1989,8.37,391.7351705
2/2/1989,8.38,391.8263577
3/2/1989,8.48,391.9186546
6/2/1989,8.53,392.0115175
7/2/1989,8.53,392.1044025
8/2/1989,8.53,392.1973094
9/2/1989,8.48,392.2896937
10/2/1989,8.55,392.3828625
13/2/1989,8.55,392.4760534
14/2/1989,8.56,392.5693755
15/2/1989,8.49,392.6619564
16/2/1989,8.5,392.7546683
17/2/1989,8.48,392.8471838
21/2/1989,8.47,392.9396121
22/2/1989,8.53,393.0327169
23/2/1989,8.61,393.1267172
24/2/1989,8.65,393.2211768
27/2/1989,8.68,393.3159868
28/2/1989,8.71,393.4111475
1/3/1989,8.66,393.5057847
2/3/1989,8.66,393.6004447
3/3/1989,8.63,393.6947995
6/3/1989,8.57,393.7885207
7/3/1989,8.62,393.8828112
8/3/1989,8.61,393.9770148
9/3/1989,8.66,394.0717882
10/3/1989,8.74,394.1674601
13/3/1989,8.76,394.2633741
14/3/1989,8.7,394.3586545
15/3/1989,8.67,394.4536292
16/3/1989,8.7,394.5489555
17/3/1989,8.85,394.6459487
20/3/1989,8.99,394.7445006
21/3/1989,9.09,394.8441736
22/3/1989,9.01,394.9429943
23/3/1989,9.04,395.0421689
27/3/1989,9.1,395.1420268
28/3/1989,9.07,395.2415806
29/3/1989,8.96,395.3399518
30/3/1989,8.95,395.4382377
31/3/1989,8.9,395.5359989
3/4/1989,8.82,395.6329052
4/4/1989,8.81,395.7297254
5/4/1989,8.82,395.8266791
6/4/1989,8.84,395.9238766
7/4/1989,8.8,396.020658
10/4/1989,8.73,396.116693
11/4/1989,8.68,396.2122011
12/4/1989,8.66,396.3075122
13/4/1989,8.77,396.4040571
14/4/1989,8.61,396.4988637
17/4/1989,8.61,396.593693
18/4/1989,8.43,396.686562
19/4/1989,8.43,396.7794528
20/4/1989,8.64,396.8746799
21/4/1989,8.64,396.9699298
24/4/1989,8.67,397.0655334
25/4/1989,8.63,397.1607188
26/4/1989,8.53,397.2548239
27/4/1989,8.41,397.347627
28/4/1989,8.41,397.4404518
1/5/1989,8.62,397.5356167
2/5/1989,8.58,397.6303627
3/5/1989,8.53,397.724579
4/5/1989,8.53,397.8188176
5/5/1989,8.43,397.9119736
8/5/1989,8.49,398.0058145
9/5/1989,8.5,398.0997881
10/5/1989,8.52,398.194005
11/5/1989,8.42,398.2871382
12/5/1989,8.21,398.3779698
15/5/1989,8.24,398.469154
16/5/1989,8.23,398.5602485
17/5/1989,8.28,398.6519174
18/5/1989,8.38,398.7447147
19/5/1989,8.35,398.8372013
22/5/1989,8.32,398.929377
23/5/1989,8.28,399.0211308
24/5/1989,8.37,399.1139032
25/5/1989,8.54,399.2085819
26/5/1989,8.52,399.3030612
30/5/1989,8.58,399.3982285
31/5/1989,8.61,399.4937512
1/6/1989,8.61,399.5892968
2/6/1989,8.36,399.6820903
5/6/1989,8.26,399.7737951
6/6/1989,8.16,399.8644105
7/6/1989,8.14,399.9548243
8/6/1989,8.12,400.0450364
9/6/1989,8.22,400.13638
12/6/1989,8.19,400.227411
13/6/1989,8.16,400.3181292
14/6/1989,8.12,400.4084232
15/6/1989,8.09,400.4984039
16/6/1989,8.14,400.588961
19/6/1989,8.15,400.6796499
20/6/1989,8.15,400.7703593
21/6/1989,8.13,400.8608666
22/6/1989,8.15,400.9516171
23/6/1989,8.05,401.0412743
26/6/1989,8.1,401.1315086
27/6/1989,8.05,401.2212061
28/6/1989,8.04,401.3108121
29/6/1989,7.95,401.3994349
30/6/1989,7.99,401.4885233
3/7/1989,7.97,401.5774084
5/7/1989,7.78,401.6641937
6/7/1989,7.77,401.7508863
7/7/1989,7.73,401.8371511
10/7/1989,7.75,401.9236577
11/7/1989,7.76,402.0102946
12/7/1989,7.73,402.0966151
13/7/1989,7.77,402.183401
14/7/1989,7.84,402.2709876
17/7/1989,7.92,402.3594872
18/7/1989,7.91,402.4478945
19/7/1989,7.93,402.5365449
20/7/1989,7.97,402.625662
21/7/1989,8.12,402.7164764
24/7/1989,8.1,402.8070876
25/7/1989,8.03,402.896936
26/7/1989,8.02,402.9866925
27/7/1989,7.9,403.0751257
28/7/1989,7.86,403.1631304
31/7/1989,7.8,403.2504824
1/8/1989,7.63,403.3359491
2/8/1989,7.63,403.4214339
3/8/1989,7.64,403.5070489
4/8/1989,7.87,403.5952601
7/8/1989,7.95,403.6843873
8/8/1989,7.94,403.7734222
9/8/1989,7.91,403.8621402
10/8/1989,7.86,403.9503167
11/8/1989,7.96,404.0396346
14/8/1989,8.06,404.1300946
15/8/1989,8.03,404.2202381
16/8/1989,7.94,404.3093911
17/8/1989,7.88,404.3978899
18/8/1989,7.86,404.4861835
21/8/1989,7.92,404.5751704
22/8/1989,8.05,404.6656379
23/8/1989,8,404.7555636
24/8/1989,7.96,404.8450596
25/8/1989,7.96,404.9345753
28/8/1989,7.98,405.0243358
29/8/1989,7.9,405.1132162
30/8/1989,7.87,405.2017784
31/8/1989,7.89,405.2905851
1/9/1989,7.86,405.3790736
5/9/1989,7.88,405.4678066
6/9/1989,7.82,405.5558832
7/9/1989,7.8,405.6437536
8/9/1989,7.78,405.7314177
11/9/1989,7.69,405.8180865
12/9/1989,7.62,405.9039846
13/9/1989,7.59,405.9895627
14/9/1989,7.58,406.0750461
15/9/1989,7.53,406.1599835
18/9/1989,7.61,406.2458412
19/9/1989,7.66,406.3322813
20/9/1989,7.81,406.4204328
21/9/1989,7.83,406.5088292
22/9/1989,7.76,406.5964545
25/9/1989,7.82,406.6847762
26/9/1989,7.76,406.7724394
27/9/1989,7.83,406.8609124
28/9/1989,7.87,406.9498567
29/9/1989,7.91,407.0392727
2/10/1989,7.89,407.1284821
3/10/1989,7.78,407.2164671
4/10/1989,7.78,407.3044711
5/10/1989,7.76,407.3922678
6/10/1989,7.58,407.4780465
10/10/1989,7.63,407.5644092
11/10/1989,7.7,407.6515827
12/10/1989,7.7,407.7387749
13/10/1989,7.61,407.8249663
16/10/1989,7.44,407.9092502
17/10/1989,7.43,407.9934381
18/10/1989,7.5,408.0784367
19/10/1989,7.57,408.1642466
20/10/1989,7.55,408.2498477
23/10/1989,7.57,408.3356935
24/10/1989,7.5,408.4207635
25/10/1989,7.56,408.5065318
26/10/1989,7.6,408.5927721
27/10/1989,7.76,408.6808465
30/10/1989,7.75,408.7688265
31/10/1989,7.77,408.8570524
1/11/1989,7.78,408.9454109
2/11/1989,7.73,409.0332206
3/11/1989,7.84,409.122299
6/11/1989,7.87,409.2117376
7/11/1989,7.75,409.2998318
8/11/1989,7.69,409.3872628
9/11/1989,7.7,409.4748262
10/11/1989,7.71,409.5625221
13/11/1989,7.7,409.6501229
14/11/1989,7.66,409.7372874
15/11/1989,7.64,409.8242427
16/11/1989,7.66,409.9114442
17/11/1989,7.68,409.998892
20/11/1989,7.68,410.0863584
21/11/1989,7.63,410.173274
22/11/1989,7.59,410.2597522
24/11/1989,7.51,410.3453369
27/11/1989,7.66,410.4326493
28/11/1989,7.71,410.5205503
29/11/1989,7.66,410.6078999
30/11/1989,7.59,410.6944697
1/12/1989,7.53,410.7803733
4/12/1989,7.55,410.8665231
5/12/1989,7.56,410.9528051
6/12/1989,7.64,411.0400184
7/12/1989,7.69,411.1278211
8/12/1989,7.61,411.214729
11/12/1989,7.64,411.3019979
12/12/1989,7.66,411.3895138
13/12/1989,7.69,411.4773912
14/12/1989,7.62,411.5644872
15/12/1989,7.62,411.6516017
18/12/1989,7.6,411.7385059
19/12/1989,7.67,411.8262291
20/12/1989,7.57,411.912827
21/12/1989,7.56,411.9993287
22/12/1989,7.59,412.0861919
26/12/1989,7.76,412.1750194
27/12/1989,7.73,412.2635225
28/12/1989,7.68,412.351472
29/12/1989,7.55,412.4379513
2/1/1990,7.58,412.5247924
3/1/1990,7.63,412.6122248
4/1/1990,7.59,412.6992172
5/1/1990,7.54,412.7856547
8/1/1990,7.54,412.8721104
9/1/1990,7.55,412.9586988
10/1/1990,7.5,413.0447319
11/1/1990,7.55,413.1313566
12/1/1990,7.5,413.2174256
16/1/1990,7.63,413.3050047
17/1/1990,7.71,413.3935209
18/1/1990,7.78,413.4828598
19/1/1990,7.74,413.5717586
22/1/1990,7.73,413.6605617
23/1/1990,7.67,413.7486944
24/1/1990,7.67,413.8368458
25/1/1990,7.69,413.925246
26/1/1990,7.68,414.01355
29/1/1990,7.74,414.1025629
30/1/1990,7.74,414.191595
31/1/1990,7.74,414.2806462
1/2/1990,7.76,414.3699467
2/2/1990,7.81,414.4598419
5/2/1990,7.82,414.5498718
6/2/1990,7.82,414.6399213
7/2/1990,7.81,414.7298751
8/2/1990,7.81,414.8198484
9/2/1990,7.76,414.9092652
12/2/1990,7.73,414.9983554
13/2/1990,7.58,415.0857356
14/2/1990,7.61,415.1734801
15/2/1990,7.71,415.2623964
16/2/1990,7.69,415.3511011
20/2/1990,7.8,415.4410938
21/2/1990,7.75,415.5305291
22/2/1990,7.73,415.6197527
23/2/1990,7.68,415.7084183
26/2/1990,7.71,415.7974492
27/2/1990,7.73,415.8867301
28/2/1990,7.77,415.9764923
1/3/1990,7.81,416.0667361
2/3/1990,7.76,416.1564216
5/3/1990,7.82,416.24682
6/3/1990,7.9,416.3381631
7/3/1990,7.91,416.4296418
8/3/1990,7.91,416.5211407
9/3/1990,7.99,416.6135852
12/3/1990,7.99,416.7060503
13/3/1990,7.98,416.7984201
14/3/1990,7.95,416.8904631
15/3/1990,7.94,416.9824106
16/3/1990,7.92,417.0741468
19/3/1990,7.94,417.1661348
20/3/1990,7.97,417.2584907
21/3/1990,7.95,417.3506353
22/3/1990,7.9,417.4422206
23/3/1990,7.88,417.5335941
26/3/1990,7.86,417.6247556
27/3/1990,7.9,417.716401
28/3/1990,7.85,417.8074864
29/3/1990,7.83,417.8983595
30/3/1990,7.8,417.9889041
2/4/1990,7.78,418.0792362
3/4/1990,7.82,418.1700523
4/4/1990,7.75,418.260075
5/4/1990,7.76,418.3502333
6/4/1990,7.76,418.440411
9/4/1990,7.82,418.5313056
10/4/1990,7.78,418.6217548
11/4/1990,7.76,418.7119911
12/4/1990,7.76,418.8022468
16/4/1990,7.74,418.8922893
17/4/1990,7.76,418.9825838
18/4/1990,7.81,419.0734798
19/4/1990,7.79,419.1641626
20/4/1990,7.69,419.2537007
23/4/1990,7.73,419.3437238
24/4/1990,7.76,419.4341157
25/4/1990,7.79,419.5248766
26/4/1990,7.82,419.6160067
27/4/1990,7.79,419.7068069
30/4/1990,7.79,419.7976268
1/5/1990,7.92,419.8899823
2/5/1990,7.9,419.9821248
3/5/1990,7.88,420.0740542
4/5/1990,7.76,420.1646035
7/5/1990,7.82,420.2558726
8/5/1990,7.79,420.3468113
9/5/1990,7.75,420.4373027
10/5/1990,7.71,420.5273463
11/5/1990,7.62,420.6163579
14/5/1990,7.63,420.7055052
15/5/1990,7.65,420.7949052
16/5/1990,7.67,420.8845578
17/5/1990,7.67,420.9742296
18/5/1990,7.75,421.064856
21/5/1990,7.75,421.1555019
22/5/1990,7.73,421.2459334
23/5/1990,7.65,421.3354482
24/5/1990,7.69,421.4254501
25/5/1990,7.75,421.5161736
29/5/1990,7.75,421.6069167
30/5/1990,7.76,421.6977964
31/5/1990,7.75,421.7885786
1/6/1990,7.68,421.8785601
4/6/1990,7.7,421.9687953
5/6/1990,7.7,422.0590497
6/6/1990,7.7,422.1493234
7/6/1990,7.7,422.2396165
8/6/1990,7.7,422.3299289
11/6/1990,7.73,422.4206125
12/6/1990,7.73,422.5113156
13/6/1990,7.67,422.6013339
14/6/1990,7.66,422.6912541
15/6/1990,7.69,422.7815457
18/6/1990,7.67,422.8716216
19/6/1990,7.74,422.962539
20/6/1990,7.76,423.0537109
21/6/1990,7.77,423.14502
22/6/1990,7.78,423.2364664
25/6/1990,7.79,423.3280501
26/6/1990,7.8,423.4197711
27/6/1990,7.78,423.5112768
28/6/1990,7.74,423.6023318
29/6/1990,7.74,423.6934063
2/7/1990,7.74,423.7845004
3/7/1990,7.7,423.8751431
5/7/1990,7.66,423.9653344
6/7/1990,7.75,424.0566047
9/7/1990,7.8,424.1484836
10/7/1990,7.8,424.2403824
11/7/1990,7.78,424.3320655
12/7/1990,7.68,424.4225897
13/7/1990,7.6,424.51219
16/7/1990,7.61,424.6019272
17/7/1990,7.61,424.6916833
18/7/1990,7.55,424.7807506
19/7/1990,7.54,424.8697185
20/7/1990,7.54,424.9587051
23/7/1990,7.48,425.0470021
24/7/1990,7.53,425.1359078
25/7/1990,7.56,425.2251863
26/7/1990,7.58,425.3147199
27/7/1990,7.52,425.4035634
30/7/1990,7.5,425.4921891
31/7/1990,7.49,425.5807151
1/8/1990,7.42,425.668432
2/8/1990,7.43,425.7562853
3/8/1990,7.29,425.8425009
6/8/1990,7.3,425.9288523
7/8/1990,7.37,426.0160494
