Date,Rate,Compounded Value
27/4/1973,6.21,162.694228
30/4/1973,6.23,162.7223831
1/5/1973,6.29,162.7508143
2/5/1973,6.26,162.7791149
3/5/1973,6.21,162.8071943
4/5/1973,6.19,162.8351881
7/5/1973,6.13,162.8629153
8/5/1973,6.02,162.8901496
9/5/1973,5.97,162.9171622
10/5/1973,6,162.9443151
11/5/1973,6.23,162.9725135
14/5/1973,6.17,163.0004452
15/5/1973,6.17,163.0283816
16/5/1973,6.19,163.0564135
17/5/1973,6.28,163.0848578
18/5/1973,6.3,163.1133976
21/5/1973,6.38,163.1423049
22/5/1973,6.6,163.1722143
23/5/1973,6.63,163.2022652
24/5/1973,6.55,163.231959
25/5/1973,6.64,163.2620662
29/5/1973,6.84,163.293086
30/5/1973,6.91,163.3244292
31/5/1973,6.92,163.3558238
1/6/1973,6.97,163.3874513
4/6/1973,7.07,163.4195388
5/6/1973,7.13,163.4519049
6/6/1973,7.06,163.4839596
7/6/1973,7.08,163.5161115
8/6/1973,7,163.5479063
11/6/1973,7.08,163.5800707
12/6/1973,7.14,163.6125141
13/6/1973,7.16,163.6450548
14/6/1973,7.17,163.6776474
15/6/1973,7.18,163.710292
18/6/1973,7.2,163.7430341
19/6/1973,7.27,163.7761011
20/6/1973,7.29,163.8092658
21/6/1973,7.24,163.8422096
22/6/1973,7.24,163.8751601
25/6/1973,7.2,163.9079351
26/6/1973,7.26,163.9409899
27/6/1973,7.28,163.9741424
28/6/1973,7.35,164.0076205
29/6/1973,7.52,164.0418798
2/7/1973,7.9,164.0778779
3/7/1973,7.98,164.1142485
5/7/1973,7.95,164.1504904
6/7/1973,7.92,164.1866035
9/7/1973,7.92,164.2227246
10/7/1973,7.89,164.2587167
11/7/1973,7.68,164.2937586
12/7/1973,7.63,164.3285797
13/7/1973,7.78,164.364093
16/7/1973,7.85,164.3999335
17/7/1973,7.96,164.4362841
18/7/1973,8.03,164.4729625
19/7/1973,8.13,164.510106
20/7/1973,8.17,164.5474407
23/7/1973,8.03,164.5841439
24/7/1973,8.18,164.6215411
25/7/1973,8.17,164.658901
26/7/1973,8.23,164.6965439
27/7/1973,8.25,164.7342868
30/7/1973,8.23,164.7719469
31/7/1973,8.32,164.8100275
1/8/1973,8.38,164.8483917
2/8/1973,8.28,164.8863068
3/8/1973,8.27,164.9241848
6/8/1973,8.32,164.9623006
7/8/1973,8.75,165.0023957
8/8/1973,8.77,165.0425921
9/8/1973,8.81,165.0829817
10/8/1973,8.84,165.1235187
13/8/1973,8.82,165.163974
14/8/1973,9.05,165.2054944
15/8/1973,8.95,165.2465663
16/8/1973,8.86,165.2872353
17/8/1973,8.72,165.3272715
20/8/1973,8.79,165.3676389
21/8/1973,8.92,165.4086134
22/8/1973,8.78,165.4489547
23/8/1973,8.62,165.4885705
24/8/1973,8.46,165.5274603
27/8/1973,8.53,165.5666811
28/8/1973,8.72,165.6067851
29/8/1973,8.62,165.6464387
30/8/1973,8.57,165.6858718
31/8/1973,8.66,165.7257284
4/9/1973,8.78,165.7661471
5/9/1973,8.76,165.8064835
6/9/1973,8.84,165.8471982
7/9/1973,8.8,165.8877386
10/9/1973,9.03,165.9293488
11/9/1973,9.04,165.9710155
12/9/1973,9.02,166.0126005
13/9/1973,8.86,166.053458
14/9/1973,8.75,166.0938182
17/9/1973,8.7,166.1339576
18/9/1973,8.68,166.1740143
19/9/1973,8.55,166.2134806
20/9/1973,8.28,166.2517097
21/9/1973,7.69,166.287223
24/9/1973,7.38,166.3213118
25/9/1973,7.2,166.3545761
26/9/1973,7.12,166.3874773
27/9/1973,6.96,166.4196456
28/9/1973,6.98,166.4519125
1/10/1973,7.06,166.4845556
2/10/1973,7.64,166.5198873
3/10/1973,7.48,166.5544864
4/10/1973,7.58,166.5895554
5/10/1973,7.36,166.6236137
9/10/1973,7.13,166.6566144
10/10/1973,7.14,166.689668
11/10/1973,7.15,166.7227744
12/10/1973,7.14,166.7558411
15/10/1973,7.19,166.789146
16/10/1973,7.28,166.8228744
17/10/1973,7.19,166.8561927
18/10/1973,7.13,166.8892395
19/10/1973,7.03,166.9218292
23/10/1973,7.04,166.9544717
24/10/1973,7.02,166.9870278
25/10/1973,7.05,167.0197295
26/10/1973,7.18,167.0530406
29/10/1973,7.2,167.0864512
30/10/1973,7.22,167.1199613
31/10/1973,7.36,167.1541281
1/11/1973,7.48,167.188859
2/11/1973,7.66,167.2244331
5/11/1973,8,167.2615941
7/11/1973,8.2,167.2996925
8/11/1973,8.12,167.3374279
9/11/1973,8.14,167.3752648
12/11/1973,8.51,167.4148304
13/11/1973,8.62,167.454917
14/11/1973,8.3,167.4935246
15/11/1973,7.53,167.5285587
16/11/1973,7.61,167.5639724
19/11/1973,7.5,167.5988815
20/11/1973,7.77,167.6350549
21/11/1973,7.78,167.6712827
23/11/1973,7.82,167.7077047
26/11/1973,7.76,167.743855
27/11/1973,7.58,167.7791744
28/11/1973,7.52,167.8142216
29/11/1973,7.45,167.8489498
30/11/1973,7.3,167.8829859
3/12/1973,7.12,167.9161894
4/12/1973,7.25,167.9500058
5/12/1973,7.68,167.9858352
6/12/1973,7.64,168.0214855
7/12/1973,7.65,168.0571901
10/12/1973,7.44,168.0919219
11/12/1973,7.52,168.1270344
12/12/1973,7.48,168.1619675
13/12/1973,7.58,168.1973749
14/12/1973,7.53,168.2325562
17/12/1973,7.47,168.2674645
18/12/1973,7.34,168.3017723
19/12/1973,7.3,168.3359002
20/12/1973,7.31,168.3700817
21/12/1973,7.33,168.4043638
26/12/1973,7.57,168.4397754
27/12/1973,7.47,168.4747267
28/12/1973,7.47,168.5096852
31/12/1973,7.46,168.5446042
2/1/1974,7.52,168.5798113
3/1/1974,7.47,168.6147916
4/1/1974,7.49,168.6498728
7/1/1974,7.6,168.6854767
8/1/1974,7.64,168.7212755
9/1/1974,7.67,168.7572225
10/1/1974,7.83,168.7939272
11/1/1974,7.87,168.8308274
14/1/1974,7.96,168.8681578
15/1/1974,7.89,168.905168
16/1/1974,7.9,168.9422333
17/1/1974,7.86,168.9791191
18/1/1974,7.86,169.0160128
21/1/1974,7.97,169.0534311
22/1/1974,7.96,169.0908107
23/1/1974,8.01,169.1284334
24/1/1974,8.01,169.1660645
25/1/1974,7.98,169.203563
28/1/1974,7.84,169.2404117
29/1/1974,7.62,169.2762343
30/1/1974,7.51,169.3115472
31/1/1974,7.48,169.3467264
1/2/1974,7.31,169.3811132
4/2/1974,7.13,169.41466
5/2/1974,6.93,169.4472724
6/2/1974,6.93,169.479891
7/2/1974,7.11,169.5133632
8/2/1974,7.04,169.5465125
11/2/1974,7.12,169.580045
13/2/1974,7.04,169.6132074
14/2/1974,7.03,169.6463291
15/2/1974,7.06,169.6795986
19/2/1974,7.03,169.7127332
20/2/1974,7.04,169.7459215
21/2/1974,7.09,169.779352
22/2/1974,7.1,169.8128363
25/2/1974,7.15,169.846563
26/2/1974,7.3,169.8810041
27/2/1974,7.35,169.9156882
28/2/1974,7.46,169.9508985
1/3/1974,7.54,169.9864937
4/3/1974,7.56,170.0221909
5/3/1974,7.73,170.0586984
6/3/1974,7.71,170.0951193
7/3/1974,7.7,170.1315008
8/3/1974,7.84,170.1685517
11/3/1974,7.87,170.2057524
12/3/1974,7.83,170.2427721
13/3/1974,7.83,170.2797999
14/3/1974,7.72,170.3163155
15/3/1974,7.84,170.3534066
18/3/1974,7.95,170.3910263
19/3/1974,8.06,170.429175
20/3/1974,8.1,170.4675215
21/3/1974,8.11,170.5059241
22/3/1974,8.07,170.5441458
25/3/1974,8.12,170.582613
26/3/1974,8.33,170.6220839
27/3/1974,8.45,170.6621327
28/3/1974,8.55,170.702665
29/3/1974,8.28,170.7419266
1/4/1974,8.31,170.7813395
2/4/1974,8.44,170.8213783
3/4/1974,8.49,170.8616636
4/4/1974,8.65,170.9027179
5/4/1974,8.65,170.943782
8/4/1974,8.56,170.9844287
9/4/1974,8.62,171.0253699
10/4/1974,8.52,171.0658459
11/4/1974,8.24,171.105001
15/4/1974,7.95,171.1427867
16/4/1974,8.18,171.1816741
17/4/1974,8.16,171.2204753
18/4/1974,8.15,171.2592377
19/4/1974,7.81,171.2963915
22/4/1974,7.76,171.3333154
23/4/1974,8.05,171.3716274
24/4/1974,8.02,171.4098052
25/4/1974,8.21,171.4488961
26/4/1974,8.48,171.4892819
29/4/1974,8.88,171.5315826
30/4/1974,8.9,171.573989
1/5/1974,8.77,171.6157863
2/5/1974,8.7,171.6572601
3/5/1974,8.82,171.6993162
6/5/1974,8.82,171.7413825
7/5/1974,8.86,171.78365
8/5/1974,8.7,171.8251643
9/5/1974,8.49,171.8656864
10/5/1974,8.15,171.9045949
13/5/1974,8.03,171.9429392
14/5/1974,8.13,171.9817696
15/5/1974,7.96,172.0197967
16/5/1974,7.94,172.0577366
17/5/1974,7.93,172.0956371
20/5/1974,7.94,172.1335938
21/5/1974,8.21,172.1728498
22/5/1974,8.14,172.21178
23/5/1974,7.54,172.2478488
24/5/1974,7.68,172.284595
28/5/1974,8.02,172.3229762
29/5/1974,8.13,172.3618925
30/5/1974,7.93,172.39986
31/5/1974,8.08,172.4385542
3/6/1974,8.09,172.4773049
4/6/1974,8.11,172.5161602
5/6/1974,7.95,172.5542576
6/6/1974,7.93,172.5922674
7/6/1974,8.15,172.6313404
10/6/1974,8.14,172.6703743
11/6/1974,8.13,172.709369
12/6/1974,8.2,172.7487083
13/6/1974,8.36,172.7888244
14/6/1974,8.31,172.8287098
17/6/1974,8.17,172.8679324
18/6/1974,8.13,172.9069717
19/6/1974,7.99,172.9453474
20/6/1974,7.82,172.982915
21/6/1974,7.3,173.0179921
24/6/1974,7.46,173.0538453
25/6/1974,7.63,173.0905231
26/6/1974,7.3,173.125622
27/6/1974,7.53,173.1618341
28/6/1974,7.34,173.1971399
1/7/1974,7.28,173.2321642
2/7/1974,7.34,173.2674843
3/7/1974,7.75,173.3047849
5/7/1974,7.74,173.3420455
8/7/1974,7.62,173.3787362
9/7/1974,7.56,173.4151457
10/7/1974,7.39,173.450744
11/7/1974,7.32,173.4860123
12/7/1974,7.36,173.5214806
15/7/1974,7.62,173.5582093
16/7/1974,7.53,173.5945119
17/7/1974,7.72,173.6317383
18/7/1974,7.92,173.6699373
19/7/1974,7.82,173.7076622
22/7/1974,7.56,173.7441408
23/7/1974,7.45,173.7800962
24/7/1974,7.42,173.8159142
25/7/1974,7.3,173.8511602
26/7/1974,7.4,173.8868963
29/7/1974,7.42,173.9227363
30/7/1974,7.84,173.9606128
31/7/1974,7.67,173.9976761
1/8/1974,7.94,174.0360523
2/8/1974,8.33,174.0763223
5/8/1974,8.33,174.1166016
6/8/1974,8.65,174.1584379
7/8/1974,8.84,174.2012035
8/8/1974,9.02,174.2448506
9/8/1974,8.93,174.288073
12/8/1974,8.75,174.3304347
13/8/1974,8.73,174.3727098
14/8/1974,8.76,174.4151405
15/8/1974,8.76,174.4575815
16/8/1974,8.74,174.4999359
19/8/1974,8.84,174.5427854
20/8/1974,9.05,174.5866635
21/8/1974,9.31,174.6318135
22/8/1974,9.49,174.6778484
23/8/1974,9.74,174.7251085
26/8/1974,9.61,174.7717504
27/8/1974,9.72,174.8189388
28/8/1974,9.59,174.8655086
29/8/1974,9.02,174.9093221
30/8/1974,8.93,174.9527093
3/9/1974,9.41,174.99844
4/9/1974,9.36,175.0439396
5/9/1974,9.33,175.0893052
6/9/1974,9.26,175.134342
9/9/1974,9.15,175.1788554
10/9/1974,9.07,175.2229907
11/9/1974,9.06,175.2670885
12/9/1974,9.25,175.3121224
13/9/1974,8.96,175.3557556
16/9/1974,8.11,175.3952594
17/9/1974,8.09,175.4346746
18/9/1974,7.83,175.4728316
19/9/1974,7.12,175.5075363
20/9/1974,7.07,175.542004
23/9/1974,6.93,175.5757958
24/9/1974,6.99,175.6098868
25/9/1974,7.07,175.6443746
26/9/1974,6.89,175.677991
27/9/1974,6.17,175.7081003
30/9/1974,6.12,175.7379706
1/10/1974,6.69,175.7706286
2/10/1974,6.79,175.8037809
3/10/1974,7.06,175.838258
4/10/1974,6.52,175.8701042
7/10/1974,6.52,175.9019563
8/10/1974,6.91,175.9357197
9/10/1974,7.34,175.971591
10/10/1974,7.8,176.0097182
11/10/1974,7.63,176.0470225
15/10/1974,7.74,176.0848726
16/10/1974,7.72,176.122633
17/10/1974,7.82,176.1608908
18/10/1974,7.63,176.1982271
21/10/1974,7.59,176.2353755
22/10/1974,7.43,176.2717486
23/10/1974,7.55,176.3087167
24/10/1974,7.63,176.3460843
25/10/1974,7.82,176.3843906
28/10/1974,8.14,176.4242731
29/10/1974,8.03,176.4636255
30/10/1974,7.98,176.5027416
31/10/1974,7.8,176.5409839
1/11/1974,7.78,176.5791363
4/11/1974,7.82,176.6174932
6/11/1974,7.62,176.6548773
7/11/1974,7.62,176.6922692
8/11/1974,7.58,176.7294728
12/11/1974,7.35,176.765555
13/11/1974,7.18,176.8008099
14/11/1974,7.17,176.8360228
15/11/1974,7.32,176.8719794
18/11/1974,7.52,176.908926
19/11/1974,7.46,176.9455855
20/11/1974,7.41,176.9820068
21/11/1974,7.51,177.0189272
22/11/1974,7.4,177.0553144
25/11/1974,7.31,177.0912665
26/11/1974,7.42,177.1277669
27/11/1974,7.6,177.1651606
29/11/1974,7.47,177.2019224
2/12/1974,7.31,177.2379042
3/12/1974,7.53,177.2749765
4/12/1974,7.47,177.311761
5/12/1974,7.48,177.3486025
6/12/1974,7.42,177.385156
9/12/1974,7.24,177.4208301
10/12/1974,7.15,177.4560678
11/12/1974,7.12,177.4911647
12/12/1974,7.38,177.5275504
13/12/1974,7.31,177.5635984
16/12/1974,7.14,177.5988151
17/12/1974,6.77,177.6322136
18/12/1974,6.81,177.6658157
19/12/1974,6.89,177.6998189
20/12/1974,6.97,177.7342236
23/12/1974,7.13,177.7694248
24/12/1974,6.98,177.8038924
26/12/1974,6.95,177.8382184
27/12/1974,6.96,177.8726005
30/12/1974,7.11,177.9077303
31/12/1974,7.06,177.94262
2/1/1975,6.9,177.9767256
3/1/1975,6.76,178.0101457
6/1/1975,6.7,178.0432754
7/1/1975,6.51,178.0754715
8/1/1975,6.54,178.1078219
9/1/1975,6.55,178.1402276
10/1/1975,6.64,178.1730846
13/1/1975,6.74,178.2064426
14/1/1975,6.55,178.2388663
15/1/1975,6.65,178.2717909
16/1/1975,6.49,178.3039294
17/1/1975,6.29,178.335083
20/1/1975,6.42,178.3668861
21/1/1975,6.24,178.3978031
22/1/1975,6.17,178.4283785
23/1/1975,5.59,178.4560844
24/1/1975,5.49,178.483299
27/1/1975,5.57,178.5109143
28/1/1975,5.66,178.5389802
29/1/1975,5.77,178.567596
30/1/1975,5.73,178.596018
31/1/1975,5.68,178.6241965
3/2/1975,5.66,178.6522802
4/2/1975,5.6,178.6800706
5/2/1975,5.45,178.7071207
6/2/1975,5.6,178.7349196
7/2/1975,5.74,178.7634179
10/2/1975,5.83,178.7923676
11/2/1975,5.7,178.8206764
13/2/1975,5.62,178.8485923
14/2/1975,5.45,178.875668
18/2/1975,5.32,178.9021019
19/2/1975,5.3,178.9284402
20/2/1975,5.23,178.9544346
21/2/1975,5.16,178.9800847
24/2/1975,5.32,179.006534
25/2/1975,5.44,179.0335839
26/2/1975,5.62,179.061533
27/2/1975,5.56,179.089188
28/2/1975,5.4,179.1160514
3/3/1975,5.59,179.1438642
4/3/1975,5.62,179.1718305
5/3/1975,5.53,179.1993533
6/3/1975,5.53,179.2268803
7/3/1975,5.58,179.2546605
10/3/1975,5.64,179.2827437
11/3/1975,5.48,179.3100345
12/3/1975,5.41,179.3369808
13/3/1975,5.4,179.3638814
14/3/1975,5.38,179.3906863
17/3/1975,5.41,179.4176448
18/3/1975,5.42,179.4446571
19/3/1975,5.49,179.4720224
20/3/1975,5.35,179.4986939
21/3/1975,5.4,179.5256187
24/3/1975,5.55,179.5532956
25/3/1975,5.54,179.5809269
26/3/1975,5.52,179.6084626
27/3/1975,5.49,179.6358529
31/3/1975,5.53,179.6634469
1/4/1975,5.64,179.6915942
2/4/1975,5.64,179.7197459
3/4/1975,5.6,179.7477023
4/4/1975,5.68,179.7760625
7/4/1975,6.01,179.8060751
8/4/1975,5.7,179.8345444
9/4/1975,5.7,179.8630182
10/4/1975,5.71,179.8915465
11/4/1975,5.56,179.9193297
14/4/1975,5.53,179.9469673
15/4/1975,5.48,179.9743593
16/4/1975,5.34,180.0010555
17/4/1975,5.4,180.0280556
18/4/1975,5.44,180.0552599
21/4/1975,5.55,180.0830184
22/4/1975,5.75,180.1117816
23/4/1975,5.69,180.1402493
24/4/1975,5.67,180.1686214
25/4/1975,5.63,180.1967978
28/4/1975,5.62,180.2249285
29/4/1975,5.6,180.2529635
30/4/1975,5.5,180.2805021
1/5/1975,5.5,180.308045
2/5/1975,5.31,180.3346404
5/5/1975,5.34,180.3613901
6/5/1975,5.44,180.3886447
7/5/1975,5.47,180.4160537
8/5/1975,5.43,180.4432665
9/5/1975,5.38,180.4702327
12/5/1975,5.16,180.4961001
13/5/1975,5,180.521169
14/5/1975,4.94,180.5459405
15/5/1975,5.05,180.5712671
16/5/1975,5.06,180.5966474
19/5/1975,5.11,180.6222821
20/5/1975,5.11,180.6479204
21/5/1975,5.16,180.6738133
22/5/1975,5.2,180.6999106
23/5/1975,5.21,180.7260619
27/5/1975,5.27,180.7525182
28/5/1975,5.21,180.7786771
29/5/1975,5.22,180.80489
30/5/1975,5.2,180.8310063
2/6/1975,5.25,180.8573775
3/6/1975,5.24,180.8837023
4/6/1975,5.24,180.9100309
5/6/1975,5.22,180.9362629
6/6/1975,5.21,180.9624484
9/6/1975,5.12,180.9881852
10/6/1975,5.08,181.0137247
11/6/1975,4.95,181.0386141
12/6/1975,4.89,181.0632051
13/6/1975,4.94,181.088051
16/6/1975,4.88,181.1125985
17/6/1975,5.03,181.137904
18/6/1975,5.36,181.1648734
19/6/1975,5.22,181.1911423
20/6/1975,5.7,181.2198309
23/6/1975,5.65,181.2482724
24/6/1975,5.75,181.2772217
25/6/1975,5.82,181.3065282
26/6/1975,6,181.336746
27/6/1975,5.78,181.3658606
30/6/1975,5.86,181.3953829
1/7/1975,6.02,181.4257163
2/7/1975,6.02,181.4560547
3/7/1975,6,181.4862974
7/7/1975,6.06,181.5168476
8/7/1975,6.06,181.5474029
9/7/1975,6.1,181.5781651
10/7/1975,6.04,181.6086299
11/7/1975,6.02,181.6389989
14/7/1975,6.03,181.6694234
15/7/1975,6.05,181.699954
16/7/1975,6.07,181.7305906
17/7/1975,6.03,181.7610305
18/7/1975,6.05,181.7915764
21/7/1975,6.2,181.822885
22/7/1975,6.34,181.854906
23/7/1975,6.34,181.8869327
24/7/1975,6.19,181.9182071
25/7/1975,6.27,181.9498912
28/7/1975,6.3,181.9817324
29/7/1975,6.3,182.0135792
30/7/1975,6.2,182.044926
31/7/1975,6.25,182.076531
1/8/1975,6.35,182.1086473
4/8/1975,6.4,182.1410222
5/8/1975,6.45,182.1736558
6/8/1975,6.41,182.2060928
7/8/1975,6.44,182.2386875
8/8/1975,6.41,182.2711361
11/8/1975,6.37,182.3033879
12/8/1975,6.4,182.3357974
13/8/1975,6.45,182.3684659
14/8/1975,6.45,182.4011403
15/8/1975,6.42,182.4336685
18/8/1975,6.42,182.4662025
19/8/1975,6.47,182.4989957
20/8/1975,6.46,182.5317441
21/8/1975,6.48,182.5645999
22/8/1975,6.46,182.5973601
25/8/1975,6.53,182.6304812
26/8/1975,6.58,182.663862
27/8/1975,6.55,182.6970967
28/8/1975,6.42,182.7296776
29/8/1975,6.36,182.7619599
2/9/1975,6.42,182.7945524
3/9/1975,6.39,182.8269985
4/9/1975,6.33,182.8591455
5/9/1975,6.39,182.891603
8/9/1975,6.41,182.9241679
9/9/1975,6.41,182.9567386
10/9/1975,6.42,182.9893659
11/9/1975,6.46,183.0222023
12/9/1975,6.45,183.0549938
15/9/1975,6.5,183.0880454
16/9/1975,6.54,183.1213064
17/9/1975,6.45,183.1541156
18/9/1975,6.38,183.1865746
19/9/1975,6.36,183.2189375
22/9/1975,6.34,183.2512044
23/9/1975,6.36,183.2835788
24/9/1975,6.35,183.315908
25/9/1975,6.4,183.3484975
26/9/1975,6.43,183.3812456
29/9/1975,6.43,183.4139995
30/9/1975,6.58,183.4475235
1/10/1975,6.53,183.4807988
2/10/1975,6.48,183.5138254
3/10/1975,6.29,183.5458893
6/10/1975,6.24,183.5777039
7/10/1975,6.33,183.609983
8/10/1975,6.27,183.6419618
9/10/1975,6.22,183.673691
10/10/1975,6.09,183.7047625
14/10/1975,6.09,183.7358392
15/10/1975,6.1,183.7669722
16/10/1975,5.97,183.7974469
17/10/1975,5.89,183.8275182
20/10/1975,5.9,183.8576455
21/10/1975,5.66,183.886552
22/10/1975,5.73,183.9158206
23/10/1975,5.72,183.9450428
24/10/1975,5.66,183.973963
27/10/1975,5.72,184.0031945
28/10/1975,5.63,184.0319705
29/10/1975,5.56,184.0603932
30/10/1975,5.46,184.0883091
31/10/1975,5.51,184.1164848
3/11/1975,5.57,184.1449717
5/11/1975,5.53,184.1732584
6/11/1975,5.51,184.2014472
7/11/1975,5.38,184.228975
10/11/1975,5.3,184.2560976
12/11/1975,5.36,184.2835313
13/11/1975,5.37,184.3110203
14/11/1975,5.45,184.3389229
17/11/1975,5.45,184.3668298
18/11/1975,5.47,184.3948433
19/11/1975,5.47,184.4228611
20/11/1975,5.46,184.4508319
21/11/1975,5.6,184.4795242
24/11/1975,5.52,184.5078111
25/11/1975,5.56,184.5363073
26/11/1975,5.55,184.5647567
28/11/1975,5.54,184.5931591
1/12/1975,5.55,184.6216172
2/12/1975,5.57,184.6501823
3/12/1975,5.56,184.6787005
4/12/1975,5.61,184.7074796
5/12/1975,5.58,184.7361092
8/12/1975,5.58,184.7647433
9/12/1975,5.68,184.7938951
10/12/1975,5.64,184.8228462
11/12/1975,5.56,184.851391
12/12/1975,5.56,184.8799403
15/12/1975,5.51,184.9082372
16/12/1975,5.51,184.9365384
17/12/1975,5.45,184.9645358
18/12/1975,5.44,184.992486
19/12/1975,5.28,185.0196182
22/12/1975,5.34,185.0470628
23/12/1975,5.33,185.07446
24/12/1975,5.27,185.1015529
26/12/1975,5.17,185.1281355
29/12/1975,5.18,185.1547734
30/12/1975,5.18,185.1814151
31/12/1975,5.2,185.2081635
2/1/1976,5.2,185.2349158
5/1/1976,5.23,185.2618263
6/1/1976,5.15,185.2883291
7/1/1976,5.08,185.3144753
8/1/1976,5,185.3402134
9/1/1976,4.87,185.3652858
12/1/1976,4.83,185.3901557
13/1/1976,4.83,185.4150289
14/1/1976,4.85,185.4400084
15/1/1976,4.84,185.4649398
16/1/1976,4.87,185.490029
19/1/1976,4.79,185.5147095
20/1/1976,4.83,185.5395994
21/1/1976,4.79,185.5642865
22/1/1976,4.79,185.5889768
23/1/1976,4.68,185.6131034
26/1/1976,4.74,185.6375425
27/1/1976,4.75,185.6620363
28/1/1976,4.71,185.6863271
29/1/1976,4.68,185.7104663
30/1/1976,4.73,185.7348666
2/2/1976,4.8,185.7596313
3/2/1976,4.91,185.7849668
4/2/1976,4.96,185.8105639
5/2/1976,4.92,185.835958
6/2/1976,4.9,185.8612523
9/2/1976,4.84,185.8862403
10/2/1976,4.87,185.9113866
11/2/1976,4.83,185.9363297
13/2/1976,4.85,185.9613795
17/2/1976,4.88,185.9865876
18/2/1976,4.92,186.0120057
19/2/1976,4.88,186.0372207
20/2/1976,4.81,186.0620773
23/2/1976,4.84,186.0870923
24/2/1976,4.9,186.1124209
25/2/1976,4.87,186.1375977
26/2/1976,4.88,186.1628297
27/2/1976,5,186.1886857
1/3/1976,5.2,186.2155796
2/3/1976,5.25,186.242736
3/3/1976,5.2,186.2696378
4/3/1976,5.22,186.2966469
5/3/1976,5.13,186.3231941
8/3/1976,5.07,186.3494346
9/3/1976,5,186.3753165
10/3/1976,4.97,186.4010467
11/3/1976,4.99,186.4268839
12/3/1976,4.9,186.4522587
15/3/1976,4.94,186.4778441
16/3/1976,5.01,186.5037956
17/3/1976,5,186.5296989
18/3/1976,4.98,186.5555022
19/3/1976,4.96,186.5812054
22/3/1976,4.86,186.6063938
23/3/1976,4.89,186.6317412
24/3/1976,4.86,186.6569365
25/3/1976,4.85,186.6820833
26/3/1976,4.88,186.7073891
29/3/1976,4.9,186.7328021
30/3/1976,4.99,186.7586853
31/3/1976,4.97,186.7844684
1/4/1976,5.01,186.8104625
2/4/1976,4.96,186.8362009
5/4/1976,4.91,186.8616833
6/4/1976,4.9,186.8871172
7/4/1976,4.93,186.9127104
8/4/1976,4.9,186.9381513
9/4/1976,4.89,186.9635437
12/4/1976,4.84,186.9886799
13/4/1976,4.78,187.0135078
14/4/1976,4.79,187.038391
15/4/1976,4.78,187.0632256
19/4/1976,4.77,187.0880114
20/4/1976,4.73,187.1125927
21/4/1976,4.69,187.1369693
22/4/1976,4.78,187.161817
23/4/1976,4.92,187.1873958
26/4/1976,4.9,187.212874
27/4/1976,4.89,187.2383038
28/4/1976,4.85,187.2635289
29/4/1976,4.86,187.2888095
30/4/1976,4.91,187.3143536
3/5/1976,4.88,187.3397451
4/5/1976,4.87,187.365088
5/5/1976,4.86,187.3903823
6/5/1976,4.92,187.4159923
7/5/1976,5,187.4420223
10/5/1976,5.06,187.4683684
11/5/1976,5.08,187.4948222
12/5/1976,5.14,187.5215923
13/5/1976,5.1,187.5481579
14/5/1976,5.16,187.5750398
17/5/1976,5.22,187.6022382
18/5/1976,5.28,187.6297532
19/5/1976,5.31,187.6574286
20/5/1976,5.39,187.685525
21/5/1976,5.44,187.7138864
24/5/1976,5.45,187.7423042
25/5/1976,5.46,187.7707785
26/5/1976,5.46,187.799257
27/5/1976,5.49,187.8278964
28/5/1976,5.49,187.8565402
1/6/1976,5.55,187.8855014
2/6/1976,5.57,187.9145714
3/6/1976,5.52,187.943385
4/6/1976,5.46,187.9718898
7/6/1976,5.45,188.0003466
8/6/1976,5.45,188.0288078
9/6/1976,5.44,188.057221
10/6/1976,5.43,188.0855863
11/6/1976,5.42,188.1139036
14/6/1976,5.4,188.1421207
15/6/1976,5.37,188.1701853
16/6/1976,5.4,188.1984108
17/6/1976,5.38,188.226536
18/6/1976,5.35,188.2545086
21/6/1976,5.36,188.2825376
22/6/1976,5.38,188.3106753
23/6/1976,5.33,188.3385558
24/6/1976,5.31,188.3663357
25/6/1976,5.31,188.3941198
28/6/1976,5.35,188.4221172
29/6/1976,5.37,188.4502235
30/6/1976,5.37,188.478334
1/7/1976,5.36,188.5063963
2/7/1976,5.35,188.5344105
6/7/1976,5.39,188.5626383
7/7/1976,5.4,188.5909227
8/7/1976,5.33,188.6188446
9/7/1976,5.25,188.6463515
12/7/1976,5.16,188.6733908
13/7/1976,5.15,188.7003816
14/7/1976,5.15,188.7273762
15/7/1976,5.11,188.754165
16/7/1976,5.2,188.7814295
19/7/1976,5.23,188.8088553
20/7/1976,5.24,188.8363375
21/7/1976,5.23,188.8637712
22/7/1976,5.23,188.8912089
23/7/1976,5.21,188.9185456
26/7/1976,5.19,188.9457814
27/7/1976,5.15,188.9728111
28/7/1976,5.17,188.9999497
29/7/1976,5.16,189.0270397
30/7/1976,5.17,189.0541861
2/8/1976,5.11,189.0810213
3/8/1976,5.14,189.1080179
4/8/1976,5.19,189.1352809
5/8/1976,5.19,189.162548
6/8/1976,5.18,189.1897663
9/8/1976,5.18,189.2169886
10/8/1976,5.18,189.2442149
11/8/1976,5.17,189.2713924
12/8/1976,5.16,189.2985213
13/8/1976,5.16,189.3256541
16/8/1976,5.14,189.3526856
17/8/1976,5.15,189.3797736
18/8/1976,5.15,189.4068654
19/8/1976,5.15,189.4339611
20/8/1976,5.17,189.4611659
23/8/1976,5.14,189.4882168
24/8/1976,5.11,189.5151136
