Date,Volume
1953-02-04,1660000.0
1953-02-05,1900000.0
1953-02-06,1870000.0
1953-02-09,1780000.0
1953-02-10,1350000.0
1953-02-11,1240000.0
1953-02-13,1350000.0
1953-02-16,1330000.0
1953-02-17,1290000.0
1953-02-18,1220000.0
1953-02-19,1390000.0
1953-02-20,1400000.0
1953-02-24,2300000.0
1953-02-25,2360000.0
1953-02-26,2290000.0
1953-02-27,1990000.0
1953-03-02,1760000.0
1953-03-03,1850000.0
1953-03-04,2010000.0
1953-03-05,1540000.0
1953-03-06,1690000.0
1953-03-09,1600000.0
1953-03-10,1530000.0
1953-03-11,1890000.0
1953-03-12,1780000.0
1953-03-13,1760000.0
1953-03-16,1770000.0
1953-03-17,2110000.0
1953-03-18,2110000.0
1953-03-19,1840000.0
1953-03-20,1730000.0
1953-03-23,1750000.0
1953-03-24,1970000.0
1953-03-25,2320000.0
1953-03-26,2000000.0
1953-03-27,1640000.0
1953-03-30,2740000.0
1953-03-31,3120000.0
1953-04-01,2240000.0
1953-04-02,1720000.0
1953-04-06,3050000.0
1953-04-07,2500000.0
1953-04-08,1860000.0
1953-04-09,1520000.0
1953-04-10,1360000.0
1953-04-13,1280000.0
1953-04-14,1480000.0
1953-04-15,1580000.0
1953-04-16,1310000.0
1953-04-17,1430000.0
1953-04-20,1520000.0
1953-04-21,1250000.0
1953-04-22,1390000.0
1953-04-23,1920000.0
1953-04-24,1780000.0
1953-04-27,1400000.0
1953-04-28,1330000.0
1953-04-29,1310000.0
1953-04-30,1140000.0
1953-05-01,1200000.0
1953-05-04,1520000.0
1953-05-05,1290000.0
1953-05-06,1110000.0
1953-05-07,1110000.0
1953-05-08,1220000.0
1953-05-11,1010000.0
1953-05-12,1080000.0
1953-05-13,1120000.0
1953-05-14,1210000.0
1953-05-15,1200000.0
1953-05-18,1080000.0
1953-05-19,1120000.0
1953-05-20,1690000.0
1953-05-21,1590000.0
1953-05-22,1350000.0
1953-05-25,1180000.0
1953-05-26,1160000.0
1953-05-27,1330000.0
1953-05-28,1240000.0
1953-05-29,920000.0
1953-06-01,1490000.0
1953-06-02,1450000.0
1953-06-03,1050000.0
1953-06-04,1400000.0
1953-06-05,1160000.0
1953-06-08,1000000.0
1953-06-09,2200000.0
1953-06-10,1960000.0
1953-06-11,1220000.0
1953-06-12,920000.0
1953-06-15,1090000.0
1953-06-16,1370000.0
1953-06-17,1150000.0
1953-06-18,1010000.0
1953-06-19,890000.0
1953-06-22,1030000.0
1953-06-23,1050000.0
1953-06-24,1030000.0
1953-06-25,1160000.0
1953-06-26,830000.0
1953-06-29,800000.0
1953-06-30,820000.0
1953-07-01,910000.0
1953-07-02,1030000.0
1953-07-03,830000.0
1953-07-06,820000.0
1953-07-07,1030000.0
1953-07-08,950000.0
1953-07-09,910000.0
1953-07-10,860000.0
1953-07-13,1120000.0
1953-07-14,1030000.0
1953-07-15,840000.0
1953-07-16,790000.0
1953-07-17,840000.0
1953-07-20,830000.0
1953-07-21,850000.0
1953-07-22,900000.0
1953-07-23,1000000.0
1953-07-24,890000.0
1953-07-27,1210000.0
1953-07-28,1080000.0
1953-07-29,1000000.0
1953-07-30,1200000.0
1953-07-31,1320000.0
1953-08-03,1160000.0
1953-08-04,1000000.0
1953-08-05,1080000.0
1953-08-06,1200000.0
1953-08-07,950000.0
1953-08-10,1090000.0
1953-08-11,940000.0
1953-08-12,990000.0
1953-08-13,1040000.0
1953-08-14,1000000.0
1953-08-17,910000.0
1953-08-18,1030000.0
1953-08-19,1400000.0
1953-08-20,860000.0
1953-08-21,850000.0
1953-08-24,1320000.0
1953-08-25,1470000.0
1953-08-26,1060000.0
1953-08-27,1290000.0
1953-08-28,1060000.0
1953-08-31,2190000.0
1953-09-01,1580000.0
1953-09-02,1110000.0
1953-09-03,900000.0
1953-09-04,770000.0
1953-09-08,740000.0
1953-09-09,860000.0
1953-09-10,1010000.0
1953-09-11,1930000.0
1953-09-14,2550000.0
1953-09-15,2850000.0
1953-09-16,1570000.0
1953-09-17,1290000.0
1953-09-18,1190000.0
1953-09-21,1070000.0
1953-09-22,1300000.0
1953-09-23,1240000.0
1953-09-24,1020000.0
1953-09-25,910000.0
1953-09-28,1150000.0
1953-09-29,1170000.0
1953-09-30,940000.0
1953-10-01,940000.0
1953-10-02,890000.0
1953-10-05,930000.0
1953-10-06,1100000.0
1953-10-07,1010000.0
1953-10-08,960000.0
1953-10-09,900000.0
1953-10-13,1130000.0
1953-10-14,1290000.0
1953-10-15,1710000.0
1953-10-16,1620000.0
1953-10-19,1190000.0
1953-10-20,1280000.0
1953-10-21,1320000.0
1953-10-22,1330000.0
1953-10-23,1330000.0
1953-10-26,1340000.0
1953-10-27,1170000.0
1953-10-28,1260000.0
1953-10-29,1610000.0
1953-10-30,1400000.0
1953-11-02,1340000.0
1953-11-04,1480000.0
1953-11-05,1720000.0
1953-11-06,1700000.0
1953-11-09,1440000.0
1953-11-10,1340000.0
1953-11-12,1390000.0
1953-11-13,1540000.0
1953-11-16,1490000.0
1953-11-17,1250000.0
1953-11-18,1250000.0
1953-11-19,1420000.0
1953-11-20,1300000.0
1953-11-23,1410000.0
1953-11-24,1470000.0
1953-11-25,1540000.0
1953-11-27,1600000.0
1953-11-30,1960000.0
1953-12-01,1580000.0
1953-12-02,1850000.0
1953-12-03,1740000.0
